Database Key	Shape Family Key	imp_key	met_key	imp_displayName	met_displayName	imp_group	met_group	note	defaultOrder	imp_curr_W	met_curr_W	imp_curr_A	met_curr_A	imp_curr_d	met_curr_d	imp_curr_d_det	met_curr_d_det	imp_curr_Ht	met_curr_Ht	imp_curr_h	met_curr_h	imp_curr_OD	met_curr_OD	imp_curr_b_f	met_curr_b_f	imp_curr_b_fdet	met_curr_b_fdet	imp_curr_B	met_curr_B	imp_curr_b	met_curr_b	imp_curr_ID	met_curr_ID	imp_curr_t_w	met_curr_t_w	imp_curr_t_wdet	met_curr_t_wdet	imp_curr_t_wdet/2	met_curr_t_wdet/2	imp_curr_t_f	met_curr_t_f	imp_curr_t_fdet	met_curr_t_fdet	imp_curr_t	met_curr_t	imp_curr_t_nom	met_curr_t_nom	imp_curr_t_des	met_curr_t_des	imp_curr_k_des	met_curr_k_des	imp_curr_k_det	met_curr_k_det	imp_curr_k_1	met_curr_k_1	imp_curr_x	met_curr_x	imp_curr_y	met_curr_y	imp_curr_e_o	met_curr_e_o	imp_curr_x_p	met_curr_x_p	imp_curr_y_p	met_curr_y_p	imp_curr_b_f/2t_f	met_curr_b_f/2t_f	imp_curr_b/t	met_curr_b/t	imp_curr_b/t_des	met_curr_b/t_des	imp_curr_h/t_w	met_curr_h/t_w	imp_curr_h/t_des	met_curr_h/t_des	imp_curr_D/t	met_curr_D/t	imp_curr_I_x	met_curr_I_x	imp_curr_Z_x	met_curr_Z_x	imp_curr_S_x	met_curr_S_x	imp_curr_r_x	met_curr_r_x	imp_curr_I_y	met_curr_I_y	imp_curr_Z_y	met_curr_Z_y	imp_curr_S_y	met_curr_S_y	imp_curr_r_y	met_curr_r_y	imp_curr_I_z	met_curr_I_z	imp_curr_r_z	met_curr_r_z	imp_curr_S_z	met_curr_S_z	imp_curr_J	met_curr_J	imp_curr_C_w	met_curr_C_w	imp_curr_C	met_curr_C	imp_curr_W_no	met_curr_W_no	imp_curr_S_w1	met_curr_S_w1	imp_curr_S_w2	met_curr_S_w2	imp_curr_S_w3	met_curr_S_w3	imp_curr_Q_f	met_curr_Q_f	imp_curr_Q_w	met_curr_Q_w	imp_curr_r_o	met_curr_r_o	imp_curr_H	met_curr_H	imp_curr_tan(ALPHA)	met_curr_tanALPHA	imp_curr_Q_s	met_curr_Q_s	imp_curr_I_w	met_curr_I_w	imp_curr_z_A	met_curr_z_A	imp_curr_z_B	met_curr_z_B	imp_curr_z_C	met_curr_z_C	imp_curr_w_A	met_curr_w_A	imp_curr_w_B	met_curr_w_B	imp_curr_w_C	met_curr_w_C	imp_curr_S_wA	met_curr_S_wA	imp_curr_S_wB	met_curr_S_wB	imp_curr_S_wC	met_curr_S_wC	imp_curr_S_zA	met_curr_S_zA	imp_curr_S_zB	met_curr_S_zB	imp_curr_S_zC	met_curr_S_zC	imp_curr_r_ts	met_curr_r_ts	imp_curr_h_o	met_curr_h_o	imp_curr_P_A	met_curr_P_A	imp_curr_P_B	met_curr_P_B
AISC_LRFD_14	W	W36X441	W920X656	W36X441	W920X656	W36	W920		31	441	656	130	83900	38.9	988	38.875	987							17.0	432	17	432							1.36	34.5	1.375	34.9	0.6875	17.5	2.44	62.0	2.4375	61.9							3.39	86.1	3.75	95.3	1.875	47.6											3.48	3.48					23.6	23.6					32100	13400000000	1910	31300000	1650	27000000	15.7	399	1990	828000000	368	6030000	235	3850000	3.92	99.6							194	80700000	661000	178000000000000			154	99400	1600	666000000					347	5690000	950	15600000																																			4.69	119	36.5	927	124	3150	141	3580
AISC_LRFD_14	W	W36X395	W920X588	W36X395	W920X588	W36	W920		32	395	588	116	74800	38.4	975	38.375	975							16.8	427	16.875	429							1.22	31.0	1.25	31.8	0.625	15.9	2.20	55.9	2.1875	55.6							3.15	80.0	3.4375	87.3	1.8125	46.0											3.83	3.83					26.3	26.3					28500	11900000000	1710	28000000	1490	24400000	15.7	399	1750	728000000	325	5330000	208	3410000	3.88	98.6							142	59100000	575000	154000000000000			152	98100	1410	587000000					311	5100000	847	13900000																																			4.61	117	36.2	919	123	3120	140	3560
AISC_LRFD_14	W	W36X361	W920X537	W36X361	W920X537	W36	W920		33	361	537	106	68400	38.0	965	38	965							16.7	424	16.75	425							1.12	28.4	1.125	28.6	0.5625	14.3	2.01	51.1	2	50.8							2.96	75.2	3.3125	84.1	1.75	44.5											4.16	4.16					28.6	28.6					25700	10700000000	1550	25400000	1350	22100000	15.6	396	1570	653000000	293	4800000	188	3080000	3.85	97.8							109	45400000	509000	137000000000000			150	96800	1270	529000000					282	4620000	767	12600000																																			4.58	116	36.0	914	122	3100	139	3530
AISC_LRFD_14	W	W36X330	W920X491	W36X330	W920X491	W36	W920		34	330	491	96.9	62500	37.7	958	37.625	956							16.6	422	16.625	422							1.02	25.9	1	25.4	0.5	12.7	1.85	47.0	1.875	47.6							2.80	71.1	3.125	79.4	1.75	44.5											4.49	4.49					31.4	31.4					23300	9700000000	1410	23100000	1240	20300000	15.5	394	1420	591000000	265	4340000	171	2800000	3.83	97.3							84.3	35100000	456000	122000000000000			149	96100	1150	479000000					259	4240000	698	11400000																																			4.53	115	35.9	912	121	3070	138	3510
AISC_LRFD_14	W	W36X302	W920X449	W36X302	W920X449	W36	W920		35	302	449	89.0	57400	37.3	947	37.375	949							16.7	424	16.625	422							0.945	24.0	0.9375	23.8	0.5	12.7	1.68	42.7	1.6875	42.9							2.63	66.8	3	76.2	1.6875	42.9											4.96	4.96					33.9	33.9					21100	8780000000	1280	21000000	1130	18500000	15.4	391	1300	541000000	241	3950000	156	2560000	3.82	97.0							64.3	26800000	412000	111000000000000			148	95500	1040	433000000					235	3850000	635	10400000																																			4.53	115	35.6	904	121	3070	138	3510
AISC_LRFD_14	W	W36X282	W920X420	W36X282	W920X420	W36	W920		36	282	420	82.9	53500	37.1	942	37.125	943							16.6	422	16.625	422							0.885	22.5	0.875	22.2	0.4375	11.1	1.57	39.9	1.5625	39.7							2.52	64.0	2.875	73.0	1.625	41.3											5.29	5.29					36.2	36.2					19600	8160000000	1190	19500000	1050	17200000	15.4	391	1200	499000000	223	3650000	144	2360000	3.80	96.5							52.7	21900000	378000	102000000000000			147	94800	960	400000000					219	3590000	591	9680000																																			4.50	114	35.5	902	120	3050	137	3480
AISC_LRFD_14	W	W36X262	W920X390	W36X262	W920X390	W36	W920		37	262	390	77.2	49800	36.9	937	36.875	937							16.6	422	16.5	419							0.840	21.3	0.8125	20.6	0.4375	11.1	1.44	36.6	1.4375	36.5							2.39	60.7	2.75	69.9	1.625	41.3											5.75	5.75					38.2	38.2					17900	7450000000	1100	18000000	972	15900000	15.3	389	1090	454000000	204	3340000	132	2160000	3.76	95.5							41.6	17300000	342000	91800000000000			147	94800	873	363000000					200	3280000	543	8900000																																			4.46	113	35.5	902	120	3050	137	3480
AISC_LRFD_14	W	W36X247	W920X368	W36X247	W920X368	W36	W920		38	247	368	72.5	46800	36.7	932	36.625	930							16.5	419	16.5	419							0.800	20.3	0.8125	20.6	0.4375	11.1	1.35	34.3	1.375	34.9							2.30	58.4	2.625	66.7	1.625	41.3											6.11	6.11					40.1	40.1					16700	6950000000	1030	16900000	913	15000000	15.2	386	1010	420000000	190	3110000	123	2020000	3.74	95.0							34.7	14400000	316000	84900000000000			146	94200	812	338000000					187	3060000	509	8340000																																			4.42	112	35.4	899	120	3050	136	3450
AISC_LRFD_14	W	W36X231	W920X344	W36X231	W920X344	W36	W920		39	231	344	68.2	44000	36.5	927	36.5	927							16.5	419	16.5	419							0.760	19.3	0.75	19.0	0.375	9.52	1.26	32.0	1.25	31.8							2.21	56.1	2.5625	65.1	1.5625	39.7											6.54	6.54					42.2	42.2					15600	6490000000	963	15800000	854	14000000	15.1	384	940	391000000	176	2880000	114	1870000	3.71	94.2							28.7	11900000	292000	78400000000000			145	93500	756	315000000					175	2870000	476	7800000																																			4.40	112	35.2	894	120	3050	136	3450
AISC_LRFD_14	W	W36X256	W920X381	W36X256	W920X381	W36	W920		40	256	381	75.3	48600	37.4	951	37.375	949							12.2	310	12.25	311							0.960	24.4	0.9375	23.8	0.5	12.7	1.73	43.9	1.75	44.4							2.48	63.0	2.625	66.7	1.3125	33.3											3.53	3.53					33.8	33.8					16800	6990000000	1040	17000000	895	14700000	14.9	378	528	220000000	137	2250000	86.5	1420000	2.65	67.3							52.9	22000000	168000	45100000000000			109	70300	576	240000000					174	2850000	516	8460000																																			3.24	82.3	35.7	907	108	2740	120	3050
AISC_LRFD_14	W	W36X232	W920X345	W36X232	W920X345	W36	W920		41	232	345	68.0	43900	37.1	943	37.125	943							12.1	307	12.125	308							0.870	22.1	0.875	22.2	0.4375	11.1	1.57	39.9	1.5625	39.7							2.32	58.9	2.4375	61.9	1.25	31.8											3.86	3.86					37.3	37.3					15000	6240000000	936	15300000	809	13300000	14.8	376	468	195000000	122	2000000	77.2	1270000	2.62	66.5							39.6	16500000	148000	39700000000000			108	69700	512	213000000					157	2570000	464	7600000																																			3.21	81.5	35.5	902	108	2740	120	3050
AISC_LRFD_14	W	W36X210	W920X313	W36X210	W920X313	W36	W920		42	210	313	61.9	39900	36.7	932	36.75	933							12.2	310	12.125	308							0.830	21.1	0.8125	20.6	0.4375	11.1	1.36	34.5	1.375	34.9							2.11	53.6	2.3125	58.7	1.25	31.8											4.48	4.48					39.1	39.1					13200	5490000000	833	13700000	719	11800000	14.6	371	411	171000000	107	1750000	67.5	1110000	2.58	65.5							28.0	11700000	128000	34400000000000			108	69700	446	186000000					136	2230000	412	6750000																																			3.18	80.8	35.3	897	107	2720	119	3020
AISC_LRFD_14	W	W36X194	W920X289	W36X194	W920X289	W36	W920		43	194	289	57.0	36800	36.5	927	36.5	927							12.1	307	12.125	308							0.765	19.4	0.75	19.0	0.375	9.52	1.26	32.0	1.25	31.8							2.01	51.1	2.1875	55.6	1.1875	30.2											4.81	4.81					42.4	42.4					12100	5040000000	767	12600000	664	10900000	14.6	371	375	156000000	97.7	1600000	61.9	1010000	2.56	65.0							22.2	9240000	116000	31200000000000			107	69000	407	169000000					126	2060000	379	6210000																																			3.15	80.0	35.2	894	107	2720	119	3020
AISC_LRFD_14	W	W36X182	W920X271	W36X182	W920X271	W36	W920		44	182	271	53.6	34600	36.3	922	36.375	924							12.1	307	12.125	308							0.725	18.4	0.75	19.0	0.375	9.52	1.18	30.0	1.1875	30.2							1.93	49.0	2.125	54.0	1.1875	30.2											5.12	5.12					44.8	44.8					11300	4700000000	718	11800000	623	10200000	14.5	368	347	144000000	90.7	1490000	57.6	944000	2.55	64.8							18.5	7700000	107000	28700000000000			106	68400	378	157000000					118	1930000	355	5820000																																			3.13	79.5	35.1	892	106	2690	118	3000
AISC_LRFD_14	W	W36X170	W920X253	W36X170	W920X253	W36	W920		45	170	253	50.0	32300	36.2	919	36.125	918							12.0	305	12	305							0.680	17.3	0.6875	17.5	0.375	9.52	1.10	27.9	1.125	28.6							1.85	47.0	2	50.8	1.1875	30.2											5.47	5.47					47.7	47.7					10500	4370000000	668	10900000	581	9520000	14.5	368	320	133000000	83.8	1370000	53.2	872000	2.53	64.3							15.1	6290000	98500	26500000000000			105	67700	349	145000000					109	1790000	330	5410000																																			3.11	79.0	35.1	892	106	2690	118	3000
AISC_LRFD_14	W	W36X160	W920X238	W36X160	W920X238	W36	W920		46	160	238	47.0	30300	36.0	914	36	914							12.0	305	12	305							0.650	16.5	0.625	15.9	0.3125	7.94	1.02	25.9	1	25.4							1.77	45.0	1.9375	49.2	1.125	28.6											5.88	5.88					49.9	49.9					9760	4060000000	624	10200000	542	8880000	14.4	366	295	123000000	77.3	1270000	49.1	805000	2.50	63.5							12.4	5160000	90200	24200000000000			105	67700	321	134000000					101	1660000	308	5050000																																			3.09	78.5	35.0	889	105	2670	117	2970
AISC_LRFD_14	W	W36X150	W920X223	W36X150	W920X223	W36	W920		47	150	223	44.3	28600	35.9	912	35.875	911							12.0	305	12	305							0.625	15.9	0.625	15.9	0.3125	7.94	0.940	23.9	0.9375	23.8							1.69	42.9	1.875	47.6	1.125	28.6											6.37	6.37					51.9	51.9					9040	3760000000	581	9520000	504	8260000	14.3	363	270	112000000	70.9	1160000	45.1	739000	2.47	62.7							10.1	4200000	82200	22100000000000			105	67700	294	122000000					93.1	1530000	287	4700000																																			3.06	77.7	35.0	889	105	2670	117	2970
AISC_LRFD_14	W	W36X135	W920X201	W36X135	W920X201	W36	W920		48	135	201	39.9	25700	35.6	904	35.5	902							12.0	305	12	305							0.600	15.2	0.625	15.9	0.3125	7.94	0.790	20.1	0.8125	20.6							1.54	39.1	1.6875	42.9	1.125	28.6											7.56	7.56					54.1	54.1					7800	3250000000	509	8340000	439	7190000	14.0	356	225	93700000.0	59.7	978000	37.7	618000	2.38	60.5							7.00	2910000	68100	18300000000000			104	67100	245	102000000					77.9	1280000	251	4110000																																			2.99	75.9	34.8	884	105	2670	117	2970
AISC_LRFD_14	W	W33X387	W840X576	W33X387	W840X576	W33	W840		49	387	576	114	73500	36.0	914	36	914							16.2	411	16.25	413							1.26	32.0	1.25	31.8	0.625	15.9	2.28	57.9	2.25	57.2							3.07	78.0	3.1875	81.0	1.4375	36.5											3.55	3.55					23.7	23.7					24300	10100000000	1560	25600000	1350	22100000	14.6	371	1620	674000000	312	5110000	200	3280000	3.77	95.8							148	61600000	459000	123000000000000			137	88400	1260	524000000					287	4700000	778	12700000																																			4.49	114	33.7	856	117	2970	133	3380
AISC_LRFD_14	W	W33X354	W840X527	W33X354	W840X527	W33	W840		50	354	527	104	67100	35.6	904	35.5	902							16.1	409	16.125	410							1.16	29.5	1.1875	30.2	0.625	15.9	2.09	53.1	2.0625	52.4							2.88	73.2	2.9375	74.6	1.375	34.9											3.85	3.85					25.7	25.7					22000	9160000000	1420	23300000	1240	20300000	14.5	368	1460	608000000	282	4620000	181	2970000	3.74	95.0							115	47900000	408000	110000000000000			135	87100	1130	470000000					262	4290000	707	11600000																																			4.44	113	33.5	851	116	2950	132	3350
AISC_LRFD_14	W	W33X318	W840X473	W33X318	W840X473	W33	W840		51	318	473	93.7	60500	35.2	894	35.125	892							16.0	406	16	406							1.04	26.4	1.0625	27.0	0.5625	14.3	1.89	48.0	1.875	47.6							2.68	68.1	2.75	69.9	1.3125	33.3											4.23	4.23					28.7	28.7					19500	8120000000	1270	20800000	1110	18200000	14.5	368	1290	537000000	250	4100000	161	2640000	3.71	94.2							84.4	35100000	357000	95900000000000			133	85800	1010	420000000					235	3850000	632	10400000																																			4.40	112	33.3	846	115	2920	131	3330
AISC_LRFD_14	W	W33X291	W840X433	W33X291	W840X433	W33	W840		52	291	433	85.6	55200	34.8	884	34.875	886							15.9	404	15.875	403							0.960	24.4	0.9375	23.8	0.5	12.7	1.73	43.9	1.75	44.4							2.52	64.0	2.625	66.7	1.3125	33.3											4.60	4.60					31.0	31.0					17700	7370000000	1160	19000000	1020	16700000	14.4	366	1160	483000000	226	3700000	146	2390000	3.68	93.5							65.1	27100000	319000	85700000000000			131	84500	904	376000000					214	3510000	573	9390000																																			4.34	110	33.1	841	114	2900	130	3300
AISC_LRFD_14	W	W33X263	W840X392	W33X263	W840X392	W33	W840		53	263	392	77.4	49900	34.5	876	34.5	876							15.8	401	15.75	400							0.870	22.1	0.875	22.2	0.4375	11.1	1.57	39.9	1.5625	39.7							2.36	59.9	2.4375	61.9	1.25	31.8											5.03	5.03					34.3	34.3					15900	6620000000	1040	17000000	919	15100000	14.3	363	1040	433000000	202	3310000	131	2150000	3.66	93.0							48.7	20300000	281000	75500000000000			130	83900	807	336000000					193	3160000	515	8440000																																			4.31	109	32.9	836	113	2870	129	3280
AISC_LRFD_14	W	W33X241	W840X359	W33X241	W840X359	W33	W840		54	241	359	71.1	45900	34.2	869	34.125	867							15.9	404	15.875	403							0.830	21.1	0.8125	20.6	0.4375	11.1	1.40	35.6	1.375	34.9							2.19	55.6	2.25	57.2	1.25	31.8											5.66	5.66					35.9	35.9					14200	5910000000	940	15400000	831	13600000	14.1	358	933	388000000	182	2980000	118	1930000	3.62	91.9							36.2	15100000	251000	67400000000000			130	83900	726	302000000					173	2830000	467	7650000																																			4.29	109	32.8	833	113	2870	129	3280
AISC_LRFD_14	W	W33X221	W840X329	W33X221	W840X329	W33	W840		55	221	329	65.3	42100	33.9	861	33.875	860							15.8	401	15.75	400							0.775	19.7	0.75	19.0	0.375	9.52	1.28	32.5	1.25	31.8							2.06	52.3	2.125	54.0	1.1875	30.2											6.20	6.20					38.5	38.5					12900	5370000000	857	14000000	759	12400000	14.1	358	840	350000000	164	2690000	106	1740000	3.59	91.2							27.8	11600000	224000	60200000000000			129	83200	647	269000000					156	2560000	423	6930000																																			4.25	108	32.6	828	112	2840	128	3250
AISC_LRFD_14	W	W33X201	W840X299	W33X201	W840X299	W33	W840		56	201	299	59.1	38100	33.7	856	33.625	854							15.7	399	15.75	400							0.715	18.2	0.6875	17.5	0.375	9.52	1.15	29.2	1.125	28.6							1.94	49.3	2	50.8	1.1875	30.2											6.85	6.85					41.7	41.7					11600	4830000000	773	12700000	686	11200000	14.0	356	749	312000000	147	2410000	95.2	1560000	3.56	90.4							20.8	8660000	198000	53200000000000			128	82600	577	240000000					140	2290000	382	6260000																																			4.21	107	32.6	828	111	2820	127	3230
AISC_LRFD_14	W	W33X169	W840X251	W33X169	W840X251	W33	W840		57	169	251	49.5	31900	33.8	859	33.875	860							11.5	292	11.5	292							0.670	17.0	0.6875	17.5	0.375	9.52	1.22	31.0	1.25	31.8							1.92	48.8	2.125	54.0	1.1875	30.2											4.71	4.71					44.7	44.7					9290	3870000000	629	10300000	549	9000000	13.7	348	310	129000000	84.4	1380000	53.9	883000	2.50	63.5							17.7	7370000	82400	22100000000000			93.7	60500	329	137000000					108	1770000	311	5100000																																			3.03	77.0	32.6	828	99.5	2530	111	2820
AISC_LRFD_14	W	W33X152	W840X226	W33X152	W840X226	W33	W840		58	152	226	44.9	29000	33.5	851	33.5	851							11.6	295	11.625	295							0.635	16.1	0.625	15.9	0.3125	7.94	1.06	26.9	1.0625	27.0							1.76	44.7	1.9375	49.2	1.125	28.6											5.48	5.48					47.2	47.2					8160	3400000000	559	9160000	487	7980000	13.5	343	273	114000000	73.9	1210000	47.2	773000	2.47	62.7							12.4	5160000	71700	19300000000000			94.1	60700	289	120000000					94.3	1550000	278	4560000																																			3.01	76.5	32.4	823	99.4	2520	111	2820
AISC_LRFD_14	W	W33X141	W840X210	W33X141	W840X210	W33	W840		59	141	210	41.5	26800	33.3	846	33.25	845							11.5	292	11.5	292							0.605	15.4	0.625	15.9	0.3125	7.94	0.960	24.4	0.9375	23.8							1.66	42.2	1.8125	46.0	1.125	28.6											6.01	6.01					49.6	49.6					7450	3100000000	514	8420000	448	7340000	13.4	340	246	102000000	66.9	1100000	42.7	700000	2.43	61.7							9.70	4040000	64400	17300000000000			93.0	60000	257	107000000					84.6	1390000	253	4150000																																			2.98	75.7	32.3	820	98.5	2500	110	2790
AISC_LRFD_14	W	W33X130	W840X193	W33X130	W840X193	W33	W840		60	130	193	38.3	24700	33.1	841	33.125	841							11.5	292	11.5	292							0.580	14.7	0.5625	14.3	0.3125	7.94	0.855	21.7	0.875	22.2							1.56	39.6	1.75	44.5	1.125	28.6											6.73	6.73					51.7	51.7					6710	2790000000	467	7650000	406	6650000	13.2	335	218	90700000.0	59.5	975000	37.9	621000	2.39	60.7							7.37	3070000	56600	15200000000000			92.7	59800	228	94900000					75.3	1230000	230	3770000																																			2.94	74.7	32.2	818	98.5	2500	110	2790
AISC_LRFD_14	W	W33X118	W840X176	W33X118	W840X176	W33	W840		61	118	176	34.7	22400	32.9	836	32.875	835							11.5	292	11.5	292							0.550	14.0	0.5625	14.3	0.3125	7.94	0.740	18.8	0.75	19.0							1.44	36.6	1.625	41.3	1.125	28.6											7.76	7.76					54.5	54.5					5900	2460000000	415	6800000	359	5880000	13.0	330	187	77800000.0	51.3	841000	32.6	534000	2.32	58.9							5.30	2210000	48300	13000000000000			92.5	59700	197	82000000.0					65.1	1070000	205	3360000																																			2.89	73.4	32.2	818	97.5	2480	109	2770
AISC_LRFD_14	W	W30X391	W760X582	W30X391	W760X582	W30	W760		62	391	582	115	74200	33.2	843	33.25	845							15.6	396	15.625	397							1.36	34.5	1.375	34.9	0.6875	17.5	2.44	62.0	2.4375	61.9							3.23	82.0	3.375	85.7	1.5	38.1											3.19	3.19					19.7	19.7					20700	8620000000	1450	23800000	1250	20500000	13.4	340	1550	645000000	310	5080000	198	3240000	3.67	93.2							173	72000000	366000	98300000000000			120	77400	1140	475000000					267	4380000	722	11800000																																			4.37	111	30.8	782	109	2770	125	3180
AISC_LRFD_14	W	W30X357	W760X531	W30X357	W760X531	W30	W760		63	357	531	105	67700	32.8	833	32.75	832							15.5	394	15.5	394							1.24	31.5	1.25	31.8	0.625	15.9	2.24	56.9	2.25	57.2							3.03	77.0	3.125	79.4	1.4375	36.5											3.45	3.45					21.6	21.6					18700	7780000000	1320	21600000	1140	18700000	13.3	338	1390	579000000	279	4570000	179	2930000	3.64	92.5							134	55800000	324000	87000000000000			118	76100	1030	429000000					244	4000000	655	10700000																																			4.31	109	30.6	777	108	2740	124	3150
AISC_LRFD_14	W	W30X326	W760X484	W30X326	W760X484	W30	W760		64	326	484	95.9	61900	32.4	823	32.375	822							15.4	391	15.375	391							1.14	29.0	1.125	28.6	0.5625	14.3	2.05	52.1	2.0625	52.4							2.84	72.1	2.9375	74.6	1.375	34.9											3.75	3.75					23.4	23.4					16800	6990000000	1190	19500000	1040	17000000	13.2	335	1240	516000000	252	4130000	162	2650000	3.60	91.4							103	42900000	287000	77100000000000			117	75500	922	384000000					222	3640000	593	9720000																																			4.26	108	30.4	772	108	2740	123	3120
AISC_LRFD_14	W	W30X292	W760X434	W30X292	W760X434	W30	W760		65	292	434	86.0	55500	32.0	813	32	813							15.3	389	15.25	387							1.02	25.9	1	25.4	0.5	12.7	1.85	47.0	1.875	47.6							2.64	67.1	2.75	69.9	1.3125	33.3											4.12	4.12					26.2	26.2					14900	6200000000	1060	17400000	930	15200000	13.2	335	1100	458000000	223	3650000	144	2360000	3.58	90.9							75.2	31300000	250000	67100000000000			115	74200	816	340000000					199	3260000	529	8670000																																			4.22	107	30.2	767	107	2720	122	3100
AISC_LRFD_14	W	W30X261	W760X389	W30X261	W760X389	W30	W760		66	261	389	77.0	49700	31.6	803	31.625	803							15.2	386	15.125	384							0.930	23.6	0.9375	23.8	0.5	12.7	1.65	41.9	1.625	41.3							2.44	62.0	2.5625	65.1	1.3125	33.3											4.59	4.59					28.7	28.7					13100	5450000000	943	15500000	829	13600000	13.1	333	959	399000000	196	3210000	127	2080000	3.53	89.7							54.1	22500000	215000	57700000000000			114	73500	714	297000000					176	2880000	469	7690000																																			4.16	106	30.0	762	106	2690	121	3070
AISC_LRFD_14	W	W30X235	W760X350	W30X235	W760X350	W30	W760		67	235	350	69.3	44700	31.3	795	31.25	794							15.1	384	15	381							0.830	21.1	0.8125	20.6	0.4375	11.1	1.50	38.1	1.5	38.1							2.29	58.2	2.375	60.3	1.25	31.8											5.02	5.02					32.2	32.2					11700	4870000000	847	13900000	748	12300000	13.0	330	855	356000000	175	2870000	114	1870000	3.51	89.2							40.3	16800000	190000	51000000000000			112	72300	637	265000000					159	2610000	421	6900000																																			4.13	105	29.8	757	105	2670	120	3050
AISC_LRFD_14	W	W30X211	W760X314	W30X211	W760X314	W30	W760		68	211	314	62.3	40200	30.9	785	31	787							15.1	384	15.125	384							0.775	19.7	0.75	19.0	0.375	9.52	1.32	33.5	1.3125	33.3							2.10	53.3	2.25	57.2	1.1875	30.2											5.74	5.74					34.5	34.5					10300	4290000000	751	12300000	665	10900000	12.9	328	757	315000000	155	2540000	100	1640000	3.49	88.6							28.4	11800000	166000	44600000000000			112	72300	556	231000000					140	2290000	372	6100000																																			4.11	104	29.6	752	104	2640	119	3020
AISC_LRFD_14	W	W30X191	W760X284	W30X191	W760X284	W30	W760		69	191	284	56.1	36200	30.7	780	30.625	778							15.0	381	15	381							0.710	18.0	0.6875	17.5	0.375	9.52	1.19	30.2	1.1875	30.2							1.97	50.0	2.0625	52.4	1.1875	30.2											6.35	6.35					37.7	37.7					9200	3830000000	675	11100000	600	9830000	12.8	325	673	280000000	138	2260000	89.5	1470000	3.46	87.9							21.0	8740000	146000	39200000000000			111	71600	494	206000000					125	2050000	335	5490000																																			4.06	103	29.5	749	104	2640	119	3020
AISC_LRFD_14	W	W30X173	W760X257	W30X173	W760X257	W30	W760		70	173	257	50.9	32800	30.4	772	30.5	775							15.0	381	15	381							0.655	16.6	0.625	15.9	0.3125	7.94	1.07	27.2	1.0625	27.0							1.85	47.0	2	50.8	1.125	28.6											7.04	7.04					40.8	40.8					8230	3430000000	607	9950000	541	8870000	12.7	323	598	249000000	123	2020000	79.8	1310000	3.42	86.9							15.6	6490000	129000	34600000000000			110	71000	441	184000000					113	1850000	301	4930000																																			4.03	102	29.3	744	103	2620	118	3000
AISC_LRFD_14	W	W30X148	W760X220	W30X148	W760X220	W30	W760		71	148	220	43.6	28100	30.7	780	30.625	778							10.5	267	10.5	267							0.650	16.5	0.625	15.9	0.3125	7.94	1.18	30.0	1.1875	30.2							1.83	46.5	2.0625	52.4	1.125	28.6											4.44	4.44					41.6	41.6					6680	2780000000	500	8190000	436	7140000	12.4	315	227	94500000.0	68.0	1110000	43.3	710000	2.28	57.9							14.5	6040000	49400	13300000000000			77.5	50000	240	99900000					85.8	1410000	248	4060000																																			2.77	70.4	29.5	749	90.5	2300	101	2570
AISC_LRFD_14	W	W30X132	W760X196	W30X132	W760X196	W30	W760		72	132	196	38.8	25000	30.3	770	30.25	768							10.5	267	10.5	267							0.615	15.6	0.625	15.9	0.3125	7.94	1.00	25.4	1	25.4							1.65	41.9	1.875	47.6	1.125	28.6											5.27	5.27					43.9	43.9					5770	2400000000	437	7160000	380	6230000	12.2	310	196	81600000.0	58.4	957000	37.2	610000	2.25	57.2							9.72	4050000	42100	11300000000000			76.9	49600	202	84100000					72.4	1190000	215	3520000																																			2.75	69.8	29.3	744	89.5	2270	100	2540
AISC_LRFD_14	W	W30X124	W760X185	W30X124	W760X185	W30	W760		73	124	185	36.5	23500	30.2	767	30.125	765							10.5	267	10.5	267							0.585	14.9	0.5625	14.3	0.3125	7.94	0.930	23.6	0.9375	23.8							1.58	40.1	1.8125	46.0	1.125	28.6											5.65	5.65					46.2	46.2					5360	2230000000	408	6690000	355	5820000	12.1	307	181	75300000.0	54.0	885000	34.4	564000	2.23	56.6							7.99	3330000	38600	10400000000000			76.8	49500	188	78300000					67.5	1110000	202	3310000																																			2.73	69.3	29.3	744	89.5	2270	100	2540
AISC_LRFD_14	W	W30X116	W760X173	W30X116	W760X173	W30	W760		74	116	173	34.2	22100	30.0	762	30	762							10.5	267	10.5	267							0.565	14.4	0.5625	14.3	0.3125	7.94	0.850	21.6	0.875	22.2							1.50	38.1	1.75	44.5	1.125	28.6											6.17	6.17					47.8	47.8					4930	2050000000	378	6190000	329	5390000	12.0	305	164	68300000.0	49.2	806000	31.3	513000	2.19	55.6							6.43	2680000	34900	9370000000000			76.5	49400	171	71200000					61.5	1010000	187	3060000																																			2.70	68.6	29.2	742	89.3	2270	99.8	2530
