Database Key	Shape Family Key	imp_key	met_key	imp_displayName	met_displayName	imp_group	met_group	note	defaultOrder	imp_curr_W	met_curr_W	imp_curr_A	met_curr_A	imp_curr_d	met_curr_d	imp_curr_d_det	met_curr_d_det	imp_curr_Ht	met_curr_Ht	imp_curr_h	met_curr_h	imp_curr_OD	met_curr_OD	imp_curr_b_f	met_curr_b_f	imp_curr_b_fdet	met_curr_b_fdet	imp_curr_B	met_curr_B	imp_curr_b	met_curr_b	imp_curr_ID	met_curr_ID	imp_curr_t_w	met_curr_t_w	imp_curr_t_wdet	met_curr_t_wdet	imp_curr_t_wdet/2	met_curr_t_wdet/2	imp_curr_t_f	met_curr_t_f	imp_curr_t_fdet	met_curr_t_fdet	imp_curr_t	met_curr_t	imp_curr_t_nom	met_curr_t_nom	imp_curr_t_des	met_curr_t_des	imp_curr_k_des	met_curr_k_des	imp_curr_k_det	met_curr_k_det	imp_curr_k_1	met_curr_k_1	imp_curr_x	met_curr_x	imp_curr_y	met_curr_y	imp_curr_e_o	met_curr_e_o	imp_curr_x_p	met_curr_x_p	imp_curr_y_p	met_curr_y_p	imp_curr_b_f/2t_f	met_curr_b_f/2t_f	imp_curr_b/t	met_curr_b/t	imp_curr_b/t_des	met_curr_b/t_des	imp_curr_h/t_w	met_curr_h/t_w	imp_curr_h/t_des	met_curr_h/t_des	imp_curr_D/t	met_curr_D/t	imp_curr_I_x	met_curr_I_x	imp_curr_Z_x	met_curr_Z_x	imp_curr_S_x	met_curr_S_x	imp_curr_r_x	met_curr_r_x	imp_curr_I_y	met_curr_I_y	imp_curr_Z_y	met_curr_Z_y	imp_curr_S_y	met_curr_S_y	imp_curr_r_y	met_curr_r_y	imp_curr_I_z	met_curr_I_z	imp_curr_r_z	met_curr_r_z	imp_curr_S_z	met_curr_S_z	imp_curr_J	met_curr_J	imp_curr_C_w	met_curr_C_w	imp_curr_C	met_curr_C	imp_curr_W_no	met_curr_W_no	imp_curr_S_w1	met_curr_S_w1	imp_curr_S_w2	met_curr_S_w2	imp_curr_S_w3	met_curr_S_w3	imp_curr_Q_f	met_curr_Q_f	imp_curr_Q_w	met_curr_Q_w	imp_curr_r_o	met_curr_r_o	imp_curr_H	met_curr_H	imp_curr_tan(ALPHA)	met_curr_tanALPHA	imp_curr_Q_s	met_curr_Q_s	imp_curr_I_w	met_curr_I_w	imp_curr_z_A	met_curr_z_A	imp_curr_z_B	met_curr_z_B	imp_curr_z_C	met_curr_z_C	imp_curr_w_A	met_curr_w_A	imp_curr_w_B	met_curr_w_B	imp_curr_w_C	met_curr_w_C	imp_curr_S_wA	met_curr_S_wA	imp_curr_S_wB	met_curr_S_wB	imp_curr_S_wC	met_curr_S_wC	imp_curr_S_zA	met_curr_S_zA	imp_curr_S_zB	met_curr_S_zB	imp_curr_S_zC	met_curr_S_zC	imp_curr_r_ts	met_curr_r_ts	imp_curr_h_o	met_curr_h_o	imp_curr_P_A	met_curr_P_A	imp_curr_P_B	met_curr_P_B
AISC_LRFD_14	2L	2L3X2-1/2X5/16X3/8LLBB	2L76X64X7.9X9LLBB	2L3X2-1/2X5/16X3/8 LLBB	2L76X64X7.9X9 LLBB	2L3X2-1/2 LLBB	2L76X64 LLBB		1351	11.2	16.6	3.26	2100	2.50	63.5															3.00	76.2													0.313	7.94													0.925	23.5					0.392	9.96			9.58	9.58									2.82	1170000.00	2.46	40300.0	1.36	22300.0	0.932	23.7	4.24	1760000	2.82	53400	1.58	25900	1.14	29.0																									1.66	42.2	0.785	0.785			1.00	1.00																																		
AISC_LRFD_14	2L	2L3X2-1/2X5/16X3/4LLBB	2L76X64X7.9X19LLBB	2L3X2-1/2X5/16X3/4 LLBB	2L76X64X7.9X19 LLBB	2L3X2-1/2 LLBB	2L76X64 LLBB		1350	11.2	16.6	3.26	2100	2.50	63.5															3.00	76.2													0.313	7.94													0.925	23.5					0.392	9.96			9.58	9.58									2.82	1170000.00	2.46	40300.0	1.36	22300.0	0.932	23.7	5.42	2260000	3.43	63400.0	1.89	31000.0	1.29	32.8																									1.76	44.7	0.810	0.810			1.00	1.00																																		
AISC_LRFD_14	2L	2L3X2-1/2X1/4LLBB	2L76X64X6.4LLBB	2L3X2-1/2X1/4 LLBB	2L76X64X6.4 LLBB	2L3X2-1/2 LLBB	2L76X64 LLBB		1358	9.00	13.4	2.64	1700	2.50	63.5															3.00	76.2													0.250	6.35													0.900	22.9					0.360	9.14			12.0	12.0									2.32	966000.000	2.00	32800.0	1.11	18200.0	0.940	23.9	2.59	1080000	1.72	32900.0	1.04	17000.0	0.991	25.2																									1.57	39.9	0.756	0.756			1.00	1.00																																		
AISC_LRFD_14	2L	2L3X2-1/2X1/4X3/8LLBB	2L76X64X6.4X9LLBB	2L3X2-1/2X1/4X3/8 LLBB	2L76X64X6.4X9 LLBB	2L3X2-1/2 LLBB	2L76X64 LLBB		1357	9.00	13.4	2.64	1700	2.50	63.5															3.00	76.2													0.250	6.35													0.900	22.9					0.360	9.14			12.0	12.0									2.32	966000.000	2.00	32800.0	1.11	18200.0	0.940	23.9	3.31	1380000	2.22	41100	1.23	20200	1.12	28.4																									1.66	42.2	0.781	0.781			1.00	1.00																																		
AISC_LRFD_14	2L	2L3X2-1/2X1/4X3/4LLBB	2L76X64X6.4X19LLBB	2L3X2-1/2X1/4X3/4 LLBB	2L76X64X6.4X19 LLBB	2L3X2-1/2 LLBB	2L76X64 LLBB		1356	9.00	13.4	2.64	1700	2.50	63.5															3.00	76.2													0.250	6.35													0.900	22.9					0.360	9.14			12.0	12.0									2.32	966000.000	2.00	32800.0	1.11	18200.0	0.940	23.9	4.26	1770000	2.71	49200	1.48	24300	1.27	32.3																									1.76	44.7	0.806	0.806			1.00	1.00																																		
AISC_LRFD_14	2L	2L3X2-1/2X3/16LLBB	2L76X64X4.8LLBB	2L3X2-1/2X3/16 LLBB	2L76X64X4.8 LLBB	2L3X2-1/2 LLBB	2L76X64 LLBB		1364	6.78	10.2	2.00	1290	2.50	63.5															3.00	76.2													0.188	4.76													0.874	22.2					0.333	8.46			16.0	16.0									1.80	749000.000	1.52	24900.0	0.846	13900.0	0.947	24.1	1.92	799000	1.25	23300	0.768	12600	0.980	24.9																									1.57	39.9	0.753	0.753			1.00	1.00																																		
AISC_LRFD_14	2L	2L3X2-1/2X3/16X3/8LLBB	2L76X64X4.8X9LLBB	2L3X2-1/2X3/16X3/8 LLBB	2L76X64X4.8X9 LLBB	2L3X2-1/2 LLBB	2L76X64 LLBB		1363	6.78	10.2	2.00	1290	2.50	63.5															3.00	76.2													0.188	4.76													0.874	22.2					0.333	8.46			16.0	16.0									1.80	749000.000	1.52	24900.0	0.846	13900.0	0.947	24.1	2.46	1020000	1.63	29500.0	0.915	15000.0	1.11	28.2																									1.65	41.9	0.778	0.778			0.912	0.912																																		
AISC_LRFD_14	2L	2L3X2-1/2X3/16X3/4LLBB	2L76X64X4.8X19LLBB	2L3X2-1/2X3/16X3/4 LLBB	2L76X64X4.8X19 LLBB	2L3X2-1/2 LLBB	2L76X64 LLBB		1362	6.78	10.2	2.00	1290	2.50	63.5															3.00	76.2													0.188	4.76													0.874	22.2					0.333	8.46			16.0	16.0									1.80	749000.000	1.52	24900.0	0.846	13900.0	0.947	24.1	3.13	1300000.00	2.00	35600	1.09	17900	1.25	31.8																									1.75	44.5	0.802	0.802			0.912	0.912																																		
AISC_LRFD_14	2L	2L3X2X1/2LLBB	2L76X51X12.7LLBB	2L3X2X1/2 LLBB	2L76X51X12.7 LLBB	2L3X2 LLBB	2L76X51 LLBB		1370	15.4	22.8	4.52	2920	2.00	50.8															3.00	76.2													0.500	12.7													1.08	27.4					0.740	18.8			6.00	6.00									3.84	1600000.00	3.56	58300.0	2.00	32800.0	0.922	23.4	2.86	1190000	2.62	57000.0	1.43	23400	0.795	20.2																									1.47	37.3	0.684	0.684			1.00	1.00																																		
AISC_LRFD_14	2L	2L3X2X1/2X3/8LLBB	2L76X51X12.7X9LLBB	2L3X2X1/2X3/8 LLBB	2L76X51X12.7X9 LLBB	2L3X2 LLBB	2L76X51 LLBB		1369	15.4	22.8	4.52	2920	2.00	50.8															3.00	76.2													0.500	12.7													1.08	27.4					0.740	18.8			6.00	6.00									3.84	1600000.00	3.56	58300.0	2.00	32800.0	0.922	23.4	3.99	1660000	3.47	71000.0	1.82	29800	0.940	23.9																									1.55	39.4	0.717	0.717			1.00	1.00																																		
AISC_LRFD_14	2L	2L3X2X1/2X3/4LLBB	2L76X51X12.7X19LLBB	2L3X2X1/2X3/4 LLBB	2L76X51X12.7X19 LLBB	2L3X2 LLBB	2L76X51 LLBB		1368	15.4	22.8	4.52	2920	2.00	50.8															3.00	76.2													0.500	12.7													1.08	27.4					0.740	18.8			6.00	6.00									3.84	1600000.00	3.56	58300.0	2.00	32800.0	0.922	23.4	5.47	2280000	4.32	84900.0	2.30	37700	1.10	27.9																									1.66	42.2	0.751	0.751			1.00	1.00																																		
AISC_LRFD_14	2L	2L3X2X3/8LLBB	2L76X51X9.5LLBB	2L3X2X3/8 LLBB	2L76X51X9.5 LLBB	2L3X2 LLBB	2L76X51 LLBB		1376	11.8	17.4	3.50	2260	2.00	50.8															3.00	76.2													0.375	9.53													1.03	26.2					0.667	16.9			8.00	8.00									3.08	1280000.00	2.78	45600.0	1.56	25600.0	0.937	23.8	2.08	866000	1.87	39000.0	1.04	17000.0	0.771	19.6																									1.48	37.6	0.675	0.675			1.00	1.00																																		
AISC_LRFD_14	2L	2L3X2X3/8X3/8LLBB	2L76X51X9.5X9LLBB	2L3X2X3/8X3/8 LLBB	2L76X51X9.5X9 LLBB	2L3X2 LLBB	2L76X51 LLBB		1375	11.8	17.4	3.50	2260	2.00	50.8															3.00	76.2													0.375	9.53													1.03	26.2					0.667	16.9			8.00	8.00									3.08	1280000.00	2.78	45600.0	1.56	25600.0	0.937	23.8	2.90	1210000	2.53	49800.0	1.33	21800	0.911	23.1																									1.55	39.4	0.707	0.707			1.00	1.00																																		
AISC_LRFD_14	2L	2L3X2X3/8X3/4LLBB	2L76X51X9.5X19LLBB	2L3X2X3/8X3/4 LLBB	2L76X51X9.5X19 LLBB	2L3X2 LLBB	2L76X51 LLBB		1374	11.8	17.4	3.50	2260	2.00	50.8															3.00	76.2													0.375	9.53													1.03	26.2					0.667	16.9			8.00	8.00									3.08	1280000.00	2.78	45600.0	1.56	25600.0	0.937	23.8	4.01	1670000	3.18	60600.0	1.69	27700	1.07	27.2																									1.65	41.9	0.739	0.739			1.00	1.00																																		
AISC_LRFD_14	2L	2L3X2X5/16LLBB	2L76X51X7.9LLBB	2L3X2X5/16 LLBB	2L76X51X7.9 LLBB	2L3X2 LLBB	2L76X51 LLBB		1382	10.0	14.8	2.96	1910	2.00	50.8															3.00	76.2													0.313	7.94													1.01	25.7					0.632	16.1			9.58	9.58									2.64	1100000.00	2.38	39000.0	1.32	21600.0	0.945	24.0	1.71	712000	1.51	30800.0	0.855	14000.0	0.760	19.3																									1.48	37.6	0.671	0.671			1.00	1.00																																		
AISC_LRFD_14	2L	2L3X2X5/16X3/8LLBB	2L76X51X7.9X9LLBB	2L3X2X5/16X3/8 LLBB	2L76X51X7.9X9 LLBB	2L3X2 LLBB	2L76X51 LLBB		1381	10.0	14.8	2.96	1910	2.00	50.8															3.00	76.2													0.313	7.94													1.01	25.7					0.632	16.1			9.58	9.58									2.64	1100000.00	2.38	39000.0	1.32	21600.0	0.945	24.0	2.38	991000	2.07	39800.0	1.09	17900	0.897	22.8																									1.56	39.6	0.702	0.702			1.00	1.00																																		
AISC_LRFD_14	2L	2L3X2X5/16X3/4LLBB	2L76X51X7.9X19LLBB	2L3X2X5/16X3/4 LLBB	2L76X51X7.9X19 LLBB	2L3X2 LLBB	2L76X51 LLBB		1380	10.0	14.8	2.96	1910	2.00	50.8															3.00	76.2													0.313	7.94													1.01	25.7					0.632	16.1			9.58	9.58									2.64	1100000.00	2.38	39000.0	1.32	21600.0	0.945	24.0	3.26	1360000	2.62	49000.0	1.37	22500	1.05	26.7																									1.65	41.9	0.734	0.734			1.00	1.00																																		
AISC_LRFD_14	2L	2L3X2X1/4LLBB	2L76X51X6.4LLBB	2L3X2X1/4 LLBB	2L76X51X6.4 LLBB	2L3X2 LLBB	2L76X51 LLBB		1388	8.20	12.2	2.40	1550	2.00	50.8															3.00	76.2													0.250	6.35													0.980	24.9					0.600	15.2			12.0	12.0									2.18	907000.000	1.94	31800.0	1.08	17700.0	0.953	24.2	1.35	562000	1.17	23100	0.675	11100	0.749	19.0																									1.48	37.6	0.668	0.668			1.00	1.00																																		
AISC_LRFD_14	2L	2L3X2X1/4X3/8LLBB	2L76X51X6.4X9LLBB	2L3X2X1/4X3/8 LLBB	2L76X51X6.4X9 LLBB	2L3X2 LLBB	2L76X51 LLBB		1387	8.20	12.2	2.40	1550	2.00	50.8															3.00	76.2													0.250	6.35													0.980	24.9					0.600	15.2			12.0	12.0									2.18	907000.000	1.94	31800.0	1.08	17700.0	0.953	24.2	1.87	778000	1.62	30500.0	0.855	14000.0	0.883	22.4																									1.56	39.6	0.698	0.698			1.00	1.00																																		
AISC_LRFD_14	2L	2L3X2X1/4X3/4LLBB	2L76X51X6.4X19LLBB	2L3X2X1/4X3/4 LLBB	2L76X51X6.4X19 LLBB	2L3X2 LLBB	2L76X51 LLBB		1386	8.20	12.2	2.40	1550	2.00	50.8															3.00	76.2													0.250	6.35													0.980	24.9					0.600	15.2			12.0	12.0									2.18	907000.000	1.94	31800.0	1.08	17700.0	0.953	24.2	2.55	1060000	2.07	37900	1.07	17500	1.03	26.2																									1.65	41.9	0.730	0.730			1.00	1.00																																		
AISC_LRFD_14	2L	2L3X2X3/16LLBB	2L76X51X4.8LLBB	2L3X2X3/16 LLBB	2L76X51X4.8 LLBB	2L3X2 LLBB	2L76X51 LLBB		1394	6.14	9.20	1.83	1180	2.00	50.8															3.00	76.2													0.188	4.76													0.952	24.2					0.555	14.1			16.0	16.0									1.69	703000.000	1.49	24400.0	0.828	13600.0	0.961	24.4	0.999	416000	0.847	16200	0.500	8190	0.739	18.8																									1.49	37.8	0.666	0.666			1.00	1.00																																		
AISC_LRFD_14	2L	2L3X2X3/16X3/8LLBB	2L76X51X4.8X9LLBB	2L3X2X3/16X3/8 LLBB	2L76X51X4.8X9 LLBB	2L3X2 LLBB	2L76X51 LLBB		1393	6.14	9.20	1.83	1180	2.00	50.8															3.00	76.2													0.188	4.76													0.952	24.2					0.555	14.1			16.0	16.0									1.69	703000.000	1.49	24400.0	0.828	13600.0	0.961	24.4	1.38	574000	1.19	21800	0.631	10300	0.869	22.1																									1.55	39.4	0.695	0.695			0.912	0.912																																		
AISC_LRFD_14	2L	2L3X2X3/16X3/4LLBB	2L76X51X4.8X19LLBB	2L3X2X3/16X3/4 LLBB	2L76X51X4.8X19 LLBB	2L3X2 LLBB	2L76X51 LLBB		1392	6.14	9.20	1.83	1180	2.00	50.8															3.00	76.2													0.188	4.76													0.952	24.2					0.555	14.1			16.0	16.0									1.69	703000.000	1.49	24400.0	0.828	13600.0	0.961	24.4	1.90	791000	1.54	27400	0.800	13100	1.02	25.9																									1.64	41.7	0.726	0.726			0.912	0.912																																		
AISC_LRFD_14	2L	2L2-1/2X2X3/8LLBB	2L64X51X9.5LLBB	2L2-1/2X2X3/8 LLBB	2L64X51X9.5 LLBB	2L2-1/2X2 LLBB	2L64X51 LLBB		1415	10.6	15.8	3.10	2000	2.00	50.8															2.50	63.5													0.375	9.53													0.826	21.0					0.433	11.0			6.67	6.67									1.83	762000.000	1.96	32100.0	1.09	17900.0	0.766	19.5	2.06	857000	1.79	37400	1.03	16900	0.815	20.7																									1.29	32.8	0.754	0.754			1.00	1.00																																		
AISC_LRFD_14	2L	2L2-1/2X2X3/8X3/8LLBB	2L64X51X9.5X9LLBB	2L2-1/2X2X3/8X3/8 LLBB	2L64X51X9.5X9 LLBB	2L2-1/2X2 LLBB	2L64X51 LLBB		1414	10.6	15.8	3.10	2000	2.00	50.8															2.50	63.5													0.375	9.53													0.826	21.0					0.433	11.0			6.67	6.67									1.83	762000.000	1.96	32100.0	1.09	17900.0	0.766	19.5	2.84	1180000	2.37	46900	1.30	21300	0.957	24.3																									1.38	35.1	0.786	0.786			1.00	1.00																																		
AISC_LRFD_14	2L	2L2-1/2X2X3/8X3/4LLBB	2L64X51X9.5X19LLBB	2L2-1/2X2X3/8X3/4 LLBB	2L64X51X9.5X19 LLBB	2L2-1/2X2 LLBB	2L64X51 LLBB		1413	10.6	15.8	3.10	2000	2.00	50.8															2.50	63.5													0.375	9.53													0.826	21.0					0.433	11.0			6.67	6.67									1.83	762000.000	1.96	32100.0	1.09	17900.0	0.766	19.5	3.82	1590000	2.95	56400	1.61	26400	1.11	28.2																									1.49	37.8	0.817	0.817			1.00	1.00																																		
AISC_LRFD_14	2L	2L2-1/2X2X5/16LLBB	2L64X51X7.9LLBB	2L2-1/2X2X5/16 LLBB	2L64X51X7.9 LLBB	2L2-1/2X2 LLBB	2L64X51 LLBB		1421	9.00	13.4	2.64	1700	2.00	50.8															2.50	63.5													0.313	7.94													0.803	20.4					0.388	9.86			7.99	7.99									1.58	658000.000	1.68	27500.0	0.930	15200.0	0.774	19.7	1.71	712000	1.47	29800.0	0.855	14000.0	0.804	20.4																									1.29	32.8	0.748	0.748			1.00	1.00																																		
AISC_LRFD_14	2L	2L2-1/2X2X5/16X3/8LLBB	2L64X51X7.9X9LLBB	2L2-1/2X2X5/16X3/8 LLBB	2L64X51X7.9X9 LLBB	2L2-1/2X2 LLBB	2L64X51 LLBB		1420	9.00	13.4	2.64	1700	2.00	50.8															2.50	63.5													0.313	7.94													0.803	20.4					0.388	9.86			7.99	7.99									1.58	658000.000	1.68	27500.0	0.930	15200.0	0.774	19.7	2.35	978000	1.96	37900	1.07	17500	0.943	24.0																									1.38	35.1	0.781	0.781			1.00	1.00																																		
AISC_LRFD_14	2L	2L2-1/2X2X5/16X3/4LLBB	2L64X51X7.9X19LLBB	2L2-1/2X2X5/16X3/4 LLBB	2L64X51X7.9X19 LLBB	2L2-1/2X2 LLBB	2L64X51 LLBB		1419	9.00	13.4	2.64	1700	2.00	50.8															2.50	63.5													0.313	7.94													0.803	20.4					0.388	9.86			7.99	7.99									1.58	658000.000	1.68	27500.0	0.930	15200.0	0.774	19.7	3.19	1330000	2.46	46000.0	1.34	22000.0	1.10	27.9																									1.49	37.8	0.812	0.812			1.00	1.00																																		
AISC_LRFD_14	2L	2L2-1/2X2X1/4LLBB	2L64X51X6.4LLBB	2L2-1/2X2X1/4 LLBB	2L64X51X6.4 LLBB	2L2-1/2X2 LLBB	2L64X51 LLBB		1427	7.24	10.8	2.14	1380	2.00	50.8															2.50	63.5													0.250	6.35													0.779	19.8					0.360	9.14			10.0	10.0									1.31	545000.000	1.38	22600.0	0.762	12500.0	0.782	19.9	1.35	562000	1.14	22500	0.675	11100	0.794	20.2																									1.29	32.8	0.744	0.744			1.00	1.00																																		
AISC_LRFD_14	2L	2L2-1/2X2X1/4X3/8LLBB	2L64X51X6.4X9LLBB	2L2-1/2X2X1/4X3/8 LLBB	2L64X51X6.4X9 LLBB	2L2-1/2X2 LLBB	2L64X51 LLBB		1426	7.24	10.8	2.14	1380	2.00	50.8															2.50	63.5													0.250	6.35													0.779	19.8					0.360	9.14			10.0	10.0									1.31	545000.000	1.38	22600.0	0.762	12500.0	0.782	19.9	1.85	770000.000	1.54	29000.0	0.846	13900	0.930	23.6																									1.38	35.1	0.775	0.775			1.00	1.00																																		
AISC_LRFD_14	2L	2L2-1/2X2X1/4X3/4LLBB	2L64X51X6.4X19LLBB	2L2-1/2X2X1/4X3/4 LLBB	2L64X51X6.4X19 LLBB	2L2-1/2X2 LLBB	2L64X51 LLBB		1425	7.24	10.8	2.14	1380	2.00	50.8															2.50	63.5													0.250	6.35													0.779	19.8					0.360	9.14			10.0	10.0									1.31	545000.000	1.38	22600.0	0.762	12500.0	0.782	19.9	2.50	1040000	1.94	35600	1.05	17200	1.08	27.4																									1.49	37.8	0.806	0.806			1.00	1.00																																		
AISC_LRFD_14	2L	2L2-1/2X2X3/16LLBB	2L64X51X4.8LLBB	2L2-1/2X2X3/16 LLBB	2L64X51X4.8 LLBB	2L2-1/2X2 LLBB	2L64X51 LLBB		1433	5.50	8.40	1.64	1060	2.00	50.8															2.50	63.5													0.188	4.76													0.754	19.2					0.319	8.10			13.3	13.3									1.02	425000.000	1.06	17400.0	0.586	9600.00	0.790	20.1	1.01	420000.000	0.831	15800	0.505	8280	0.784	19.9																									1.29	32.8	0.740	0.740			1.00	1.00																																		
AISC_LRFD_14	2L	2L2-1/2X2X3/16X3/8LLBB	2L64X51X4.8X9LLBB	2L2-1/2X2X3/16X3/8 LLBB	2L64X51X4.8X9 LLBB	2L2-1/2X2 LLBB	2L64X51 LLBB		1432	5.50	8.40	1.64	1060	2.00	50.8															2.50	63.5													0.188	4.76													0.754	19.2					0.319	8.10			13.3	13.3									1.02	425000.000	1.06	17400.0	0.586	9600.00	0.790	20.1	1.38	574000	1.14	20800	0.631	10300	0.916	23.3																									1.38	35.1	0.771	0.771			0.983	0.983																																		
AISC_LRFD_14	2L	2L2-1/2X2X3/16X3/4LLBB	2L64X51X4.8X19LLBB	2L2-1/2X2X3/16X3/4 LLBB	2L64X51X4.8X19 LLBB	2L2-1/2X2 LLBB	2L64X51 LLBB		1431	5.50	8.40	1.64	1060	2.00	50.8															2.50	63.5													0.188	4.76													0.754	19.2					0.319	8.10			13.3	13.3									1.02	425000.000	1.06	17400.0	0.586	9600.00	0.790	20.1	1.88	783000	1.44	25900.0	0.792	13000.0	1.07	27.2																									1.48	37.6	0.801	0.801			0.983	0.983																																		
AISC_LRFD_14	2L	2L2-1/2X1-1/2X1/4LLBB	2L64X38X6.4LLBB	2L2-1/2X1-1/2X1/4 LLBB	2L64X38X6.4 LLBB	2L2-1/2X1-1/2 LLBB	2L64X38 LLBB		1439	6.38	9.49	1.89	1220	1.50	38.1															2.50	63.5													0.250	6.35													0.866	22.0					0.606	15.4			10.0	10.0									1.19	495000.000	1.29	21100.0	0.728	11900.00	0.790	20.1	0.574	239000	0.705	14500	0.383	6280	0.551	14.0																									1.21	30.7	0.629	0.629			1.00	1.00																																		
AISC_LRFD_14	2L	2L2-1/2X1-1/2X1/4X3/8LLBB	2L64X38X6.4X9LLBB	2L2-1/2X1-1/2X1/4X3/8 LLBB	2L64X38X6.4X9 LLBB	2L2-1/2X1-1/2 LLBB	2L64X38 LLBB		1438	6.38	9.49	1.89	1220	1.50	38.1															2.50	63.5													0.250	6.35													0.866	22.0					0.606	15.4			10.0	10.0									1.19	495000.000	1.29	21100.0	0.728	11900.00	0.790	20.1	0.902	375000	1.06	20300	0.535	8770	0.691	17.6																									1.28	32.5	0.668	0.668			1.00	1.00																																		
AISC_LRFD_14	2L	2L2-1/2X1-1/2X1/4X3/4LLBB	2L64X38X6.4X19LLBB	2L2-1/2X1-1/2X1/4X3/4 LLBB	2L64X38X6.4X19 LLBB	2L2-1/2X1-1/2 LLBB	2L64X38 LLBB		1437	6.38	9.49	1.89	1220	1.50	38.1															2.50	63.5													0.250	6.35													0.866	22.0					0.606	15.4			10.0	10.0									1.19	495000.000	1.29	21100.0	0.728	11900.00	0.790	20.1	1.37	570000.000	1.41	26100.0	0.731	12000.0	0.850	21.6																									1.38	35.1	0.711	0.711			1.00	1.00																																		
AISC_LRFD_14	2L	2L2-1/2X1-1/2X3/16LLBB	2L64X38X4.8LLBB	2L2-1/2X1-1/2X3/16 LLBB	2L64X38X4.8 LLBB	2L2-1/2X1-1/2 LLBB	2L64X38 LLBB		1445	4.88	7.26	1.45	935	1.50	38.1															2.50	63.5													0.188	4.78													0.839	21.3					0.569	14.5			13.3	13.3									0.928	386000.000	0.994	16300.0	0.560	9180.00	0.800	20.3	0.424	176000	0.502	9980	0.283	4640	0.541	13.7																									1.22	31.0	0.625	0.625			1.00	1.00																																		
AISC_LRFD_14	2L	2L2-1/2X1-1/2X3/16X3/8LLBB	2L64X38X4.8X9LLBB	2L2-1/2X1-1/2X3/16X3/8 LLBB	2L64X38X4.8X9 LLBB	2L2-1/2X1-1/2 LLBB	2L64X38 LLBB		1444	4.88	7.26	1.45	935	1.50	38.1															2.50	63.5													0.188	4.78													0.839	21.3					0.569	14.5			13.3	13.3									0.928	386000.000	0.994	16300.0	0.560	9180.00	0.800	20.3	0.665	277000	0.774	14400	0.394	6460	0.677	17.2																									1.29	32.8	0.662	0.662			1.00	1.00																																		
AISC_LRFD_14	2L	2L2-1/2X1-1/2X3/16X3/4LLBB	2L64X38X4.8X19LLBB	2L2-1/2X1-1/2X3/16X3/4 LLBB	2L64X38X4.8X19 LLBB	2L2-1/2X1-1/2 LLBB	2L64X38 LLBB		1443	4.88	7.26	1.45	935	1.50	38.1															2.50	63.5													0.188	4.78													0.839	21.3					0.569	14.5			13.3	13.3									0.928	386000.000	0.994	16300.0	0.560	9180.00	0.800	20.3	1.01	420000.000	1.05	18800	0.539	8830	0.833	21.2																									1.38	35.1	0.704	0.704			1.00	1.00																																		
AISC_LRFD_14	2L	2L8X6X1SLBB	2L203X152X25.4SLBB	2L8X6X1 SLBB	2L203X152X25.4 SLBB	2L8X6 SLBB	2L203X152 SLBB		881	88.4	131	26.2	16900	6.00	152															8.00	203													1.00	25.4													1.65	41.9					0.819	20.8			8.00	8.00									77.6	32300000.0	32.4	531000	17.8	292000	1.72	43.7	345	144000000	69.4	1520000	43.1	706000	3.63	92.2																									4.18	106	0.924	0.924			1.00	1.00																																		
AISC_LRFD_14	2L	2L8X6X1X3/8SLBB	2L203X152X25.4X9SLBB	2L8X6X1X3/8 SLBB	2L203X152X25.4X9 SLBB	2L8X6 SLBB	2L203X152 SLBB		880	88.4	131	26.2	16900	6.00	152															8.00	203													1.00	25.4													1.65	41.9					0.819	20.8			8.00	8.00									77.6	32300000.0	32.4	531000	17.8	292000	1.72	43.7	372	155000000	74.3	1600000	45.4	744000	3.77	95.8																									4.30	109	0.929	0.929			1.00	1.00																																		
AISC_LRFD_14	2L	2L8X6X1X3/4SLBB	2L203X152X25.4X19SLBB	2L8X6X1X3/4 SLBB	2L203X152X25.4X19 SLBB	2L8X6 SLBB	2L203X152 SLBB		879	88.4	131	26.2	16900	6.00	152															8.00	203													1.00	25.4													1.65	41.9					0.819	20.8			8.00	8.00									77.6	32300000.0	32.4	531000	17.8	292000	1.72	43.7	401	167000000	79.3	1670000	47.9	785000	3.91	99.3																									4.43	113	0.933	0.933			1.00	1.00																																		
AISC_LRFD_14	2L	2L8X6X7/8SLBB	2L203X152X22.2SLBB	2L8X6X7/8 SLBB	2L203X152X22.2 SLBB	2L8X6 SLBB	2L203X152 SLBB		887	78.2	116	23.0	14800	6.00	152															8.00	203													0.875	22.2													1.60	40.6					0.719	18.3			9.14	9.14									69.8	29100000.0	28.7	470000	15.9	261000	1.74	44.2	300	125000000	59.8	1330000	37.5	615000	3.61	91.7																									4.17	106	0.922	0.922			1.00	1.00																																		
AISC_LRFD_14	2L	2L8X6X7/8X3/8SLBB	2L203X152X22.2X9SLBB	2L8X6X7/8X3/8 SLBB	2L203X152X22.2X9 SLBB	2L8X6 SLBB	2L203X152 SLBB		886	78.2	116	23.0	14800	6.00	152															8.00	203													0.875	22.2													1.60	40.6					0.719	18.3			9.14	9.14									69.8	29100000.0	28.7	470000	15.9	261000	1.74	44.2	323	134000000	64.1	1400000	39.5	647000	3.75	95.3																									4.29	109	0.926	0.926			1.00	1.00																																		
